request_id,request_datetime,state,urban_rural,population_density_per_sqkm,building_type,dwelling_floors,floor_number,distance_to_exchange_km,distance_to_fiber_km,technology_type,existing_infrastructure,terrain_type,soil_type,vegetation_density,road_access_type,temperature_c,rain_mm_last24h,wind_speed_kmh,storm_flag,flood_warning_flag,bushfire_warning_flag,crew_available_at_request,backlog_open_jobs_region,public_holiday_flag,day_of_week,time_of_day_bucket,sla_hours,actual_eta_hours
REQ_00584,2024-12-05T06:00:00,QLD,Rural,106.29,Highrise_Office,24,7,32.8,32.87,Fixed_Wireless,4G_only,Hilly,Clay,Low,Unsealed,24.3,1.5,8.1,0,0,0,0,5,0,Thursday,Morning,109,130.2
REQ_00585,2024-12-03T08:00:00,ACT,Urban,6090.51,Industrial,2,1,3.32,1.33,Fixed_Wireless,ADSL,Hilly,Sand,High,Seasonal,12.2,1.2,13.2,0,0,0,1,9,0,Tuesday,Morning,94,98.8
REQ_00586,2024-06-26T22:00:00,NSW,Suburban,1457.75,Townhouse,2,1,2.09,2.55,FTTP,ADSL,Coastal,Sand,Medium,Sealed,19.4,0.7,2.8,0,0,0,1,11,0,Wednesday,Night,67,64.9
REQ_00587,2024-08-17T14:00:00,WA,Suburban,1037.51,Small_Business,1,1,2.61,2.9,FTTN,ADSL,Outback,Sand,Low,Sealed,18.0,0.0,15.0,0,0,0,1,8,1,Saturday,Afternoon,77,94.6
REQ_00588,2024-01-17T10:00:00,WA,Urban,6654.57,Detached_House,2,1,1.45,0.57,FTTP,ADSL,Hilly,Sand,Medium,Unsealed,22.4,0.2,31.8,0,0,0,0,9,0,Wednesday,Morning,70,127.4
REQ_00589,2024-06-14T13:00:00,SA,Urban,4285.67,Apartment,18,3,3.26,0.13,FTTP,ADSL,Hilly,Clay,Medium,Sealed,21.1,2.5,22.1,0,0,0,1,5,0,Friday,Afternoon,72,85.2
REQ_00590,2024-01-27T17:00:00,QLD,Remote,25.1,Industrial,4,3,13.65,39.68,HFC,5G_available,Flat,Rock,Low,Unsealed,28.0,0.0,21.0,0,0,0,0,53,0,Saturday,Evening,85,168.7
REQ_00591,2024-07-27T19:00:00,VIC,Rural,57.08,Highrise_Office,27,25,10.89,27.57,FTTP,ADSL,Flat,Rock,Low,Sealed,21.8,0.0,38.8,0,0,0,0,7,1,Saturday,Evening,88,113.3
REQ_00592,2024-10-21T03:00:00,WA,Suburban,2147.17,Highrise_Office,36,17,0.58,2.31,FTTP,Cable,Outback,Sand,Medium,Sealed,21.1,1.6,14.9,0,0,0,1,30,0,Monday,Night,84,92.5
REQ_00593,2024-09-05T13:00:00,SA,Urban,6545.11,Townhouse,2,2,2.26,0.98,FTTN,Cable,Outback,Rock,High,Sealed,19.4,0.0,3.0,0,0,0,1,16,0,Thursday,Afternoon,77,103.9
REQ_00594,2024-06-04T16:00:00,NT,Suburban,1650.97,Industrial,4,1,3.81,2.07,FTTN,4G_only,Outback,Clay,Medium,Seasonal,30.9,0.0,26.7,0,0,0,1,11,0,Tuesday,Afternoon,75,96.7
REQ_00595,2024-07-01T11:00:00,NSW,Urban,2556.69,Small_Business,2,1,4.47,0.81,HFC,None,Hilly,Mixed,Medium,Sealed,22.4,4.9,19.8,0,0,0,1,5,0,Monday,Morning,80,101.1
REQ_00596,2024-03-20T00:00:00,WA,Urban,3889.78,Detached_House,1,1,4.54,1.63,HFC,ADSL,Flat,Rock,Low,Sealed,29.9,3.0,14.6,0,0,0,1,2,0,Wednesday,Night,64,70.6
REQ_00597,2024-07-25T20:00:00,NSW,Urban,3882.21,Townhouse,2,1,0.22,1.34,FTTN,4G_only,Outback,Sand,High,Sealed,18.4,1.2,8.3,0,0,0,1,3,0,Thursday,Evening,61,90.7
REQ_00598,2024-06-27T17:00:00,TAS,Rural,117.04,Small_Business,1,1,46.94,3.14,Satellite,4G_only,Hilly,Mixed,Low,Sealed,15.3,2.4,15.9,0,0,0,0,5,0,Thursday,Evening,107,118.3
REQ_00599,2024-07-06T18:00:00,TAS,Suburban,2297.27,Small_Business,1,1,2.95,0.74,Satellite,None,Outback,Rock,Medium,Sealed,15.2,0.6,19.9,0,0,0,1,7,0,Saturday,Evening,77,141.0
REQ_00600,2024-07-22T14:00:00,NSW,Urban,7403.23,Industrial,3,2,4.7,0.46,FTTN,5G_available,Mountainous,Sand,High,Sealed,25.6,0.0,14.5,0,0,0,1,30,0,Monday,Afternoon,67,95.7
REQ_00601,2024-01-10T10:00:00,NSW,Urban,5263.09,Small_Business,1,1,4.49,2.49,HFC,4G_only,Outback,Mixed,Low,Sealed,19.3,0.0,12.4,0,0,0,1,1,0,Wednesday,Morning,84,113.1
REQ_00602,2024-03-19T12:00:00,SA,Suburban,699.35,Townhouse,2,1,2.25,0.49,Fixed_Wireless,ADSL,Flat,Mixed,High,Sealed,28.0,6.3,35.2,0,0,0,1,11,0,Tuesday,Afternoon,91,84.5
REQ_00603,2024-10-19T09:00:00,SA,Urban,2580.3,Townhouse,2,1,3.4,0.78,FTTP,ADSL,Flat,Clay,High,Sealed,21.6,1.0,30.2,0,0,0,1,10,0,Saturday,Morning,72,72.7
REQ_00604,2024-04-21T09:00:00,NSW,Rural,17.99,Highrise_Office,36,7,10.94,19.93,FTTP,ADSL,Coastal,Rock,Medium,Sealed,22.3,4.3,16.1,0,0,0,1,13,0,Sunday,Morning,90,103.9
REQ_00605,2024-11-10T05:00:00,VIC,Rural,113.86,Highrise_Office,23,14,5.82,23.75,HFC,None,Flat,Mixed,Low,Unsealed,13.6,6.1,20.3,0,0,0,1,2,0,Sunday,Night,108,120.6
REQ_00606,2024-05-07T07:00:00,VIC,Urban,5447.23,Apartment,29,6,3.29,2.31,HFC,Cable,Flat,Rock,Medium,Sealed,19.0,3.3,17.7,0,0,0,1,6,0,Tuesday,Morning,70,73.4
REQ_00607,2024-10-16T06:00:00,SA,Urban,1591.52,Townhouse,2,2,1.45,0.61,HFC,None,Hilly,Clay,Low,Sealed,17.9,2.3,21.1,0,0,0,0,62,0,Wednesday,Morning,61,162.2
REQ_00608,2024-11-06T13:00:00,NT,Suburban,2666.91,Townhouse,2,1,1.64,1.91,FTTP,ADSL,Flat,Sand,Low,Sealed,25.5,0.9,12.6,0,0,0,0,15,0,Wednesday,Afternoon,84,110.7
REQ_00609,2024-04-22T04:00:00,TAS,Urban,4527.51,Industrial,4,1,1.1,2.48,Fixed_Wireless,Cable,Hilly,Sand,Low,Unsealed,19.2,2.9,21.8,0,0,0,0,14,0,Monday,Night,86,117.1
REQ_00610,2024-05-06T18:00:00,NT,Urban,7311.35,Apartment,21,6,1.66,2.95,FTTN,Cable,Flat,Mixed,Low,Sealed,34.0,0.0,12.8,0,0,0,0,57,0,Monday,Evening,69,102.1
REQ_00611,2024-06-25T13:00:00,QLD,Suburban,1540.3,Highrise_Office,23,19,0.72,1.99,HFC,Cable,Coastal,Rock,Low,Unsealed,24.3,1.0,4.4,0,0,0,1,50,0,Tuesday,Afternoon,69,111.4
REQ_00612,2024-06-14T20:00:00,VIC,Remote,20.99,Small_Business,1,1,28.0,27.33,HFC,None,Coastal,Sand,Medium,Sealed,15.3,2.0,33.8,0,0,0,1,0,0,Friday,Evening,108,104.4
REQ_00613,2024-05-18T00:00:00,NT,Suburban,756.34,Detached_House,2,2,0.3,0.82,FTTP,4G_only,Mountainous,Rock,Low,Sealed,33.3,0.0,19.6,0,0,0,1,10,0,Saturday,Night,65,90.7
REQ_00614,2024-11-30T19:00:00,TAS,Rural,29.04,Townhouse,2,2,34.58,3.54,FTTN,None,Coastal,Sand,Low,Sealed,9.3,0.1,18.8,0,0,0,1,6,1,Saturday,Evening,101,127.1
REQ_00615,2024-10-12T11:00:00,QLD,Urban,4621.65,Townhouse,2,2,2.55,1.66,HFC,None,Flat,Mixed,High,Unsealed,17.8,0.7,4.2,0,0,0,0,9,0,Saturday,Morning,77,131.5
REQ_00616,2024-07-24T09:00:00,TAS,Suburban,1745.38,Apartment,24,9,2.66,0.8,Fixed_Wireless,Cable,Coastal,Mixed,Low,Sealed,11.0,0.0,30.4,0,0,0,1,17,0,Wednesday,Morning,78,71.4
REQ_00617,2024-10-02T01:00:00,QLD,Remote,20.01,Small_Business,1,1,9.08,4.77,FTTP,None,Outback,Mixed,Medium,Sealed,19.9,0.0,13.1,0,0,0,0,11,0,Wednesday,Night,101,172.9
REQ_00618,2024-06-11T01:00:00,TAS,Suburban,1803.17,Detached_House,2,2,0.97,0.7,FTTP,Cable,Outback,Mixed,Low,Sealed,18.4,3.7,16.8,0,0,0,1,1,0,Tuesday,Night,61,105.8
REQ_00619,2024-02-19T04:00:00,TAS,Suburban,2056.29,Small_Business,1,1,1.6,0.92,FTTP,5G_available,Flat,Sand,Medium,Sealed,18.0,5.1,12.3,0,0,0,1,9,0,Monday,Night,76,80.1
REQ_00620,2024-06-07T04:00:00,ACT,Urban,3648.91,Industrial,3,1,0.6,1.11,HFC,None,Hilly,Sand,Medium,Sealed,18.1,0.6,15.4,0,0,0,1,19,0,Friday,Night,84,96.7
REQ_00621,2024-11-14T03:00:00,NT,Suburban,2375.15,Small_Business,2,2,1.75,2.79,HFC,ADSL,Hilly,Rock,Low,Unsealed,20.2,5.7,20.8,0,0,0,0,3,0,Thursday,Night,76,123.9
REQ_00622,2024-11-08T05:00:00,SA,Rural,22.25,Small_Business,2,2,23.66,15.98,Fixed_Wireless,5G_available,Flat,Sand,Medium,Sealed,18.2,0.7,14.7,0,0,0,1,26,0,Friday,Night,96,100.9
REQ_00623,2024-12-21T19:00:00,QLD,Rural,119.07,Apartment,28,20,34.03,39.67,FTTN,Cable,Flat,Sand,Medium,Unsealed,20.1,8.3,19.1,0,0,0,1,0,0,Saturday,Evening,94,117.8
REQ_00624,2024-02-14T03:00:00,TAS,Urban,5037.18,Townhouse,2,1,4.14,0.47,Fixed_Wireless,None,Outback,Mixed,Medium,Unsealed,16.5,17.5,22.0,1,0,0,1,4,0,Wednesday,Night,84,170.4
REQ_00625,2024-10-06T08:00:00,ACT,Urban,4030.89,Highrise_Office,20,12,0.59,2.39,FTTP,None,Hilly,Clay,Medium,Unsealed,17.0,0.0,12.2,0,0,0,1,23,0,Sunday,Morning,60,97.2
REQ_00626,2024-04-07T05:00:00,TAS,Rural,140.33,Detached_House,2,2,22.02,14.67,FTTN,4G_only,Hilly,Clay,Low,Sealed,24.0,4.9,16.5,0,0,0,0,18,0,Sunday,Night,85,111.8
REQ_00627,2024-12-10T07:00:00,QLD,Suburban,1802.48,Small_Business,1,1,1.57,2.32,HFC,5G_available,Hilly,Sand,Low,Unsealed,16.6,1.9,12.4,0,0,0,1,22,0,Tuesday,Morning,65,79.6
REQ_00628,2024-08-13T13:00:00,NT,Rural,162.58,Industrial,3,1,10.78,6.12,HFC,ADSL,Hilly,Mixed,Medium,Sealed,28.9,1.7,11.0,0,0,0,1,23,0,Tuesday,Afternoon,85,85.9
REQ_00629,2024-09-03T18:00:00,NT,Urban,6102.15,Detached_House,1,1,0.29,2.49,FTTP,Cable,Outback,Mixed,High,Sealed,22.4,1.5,8.5,0,0,0,1,10,0,Tuesday,Evening,80,122.2
REQ_00630,2024-01-07T07:00:00,SA,Urban,5570.17,Highrise_Office,10,8,2.12,1.97,HFC,None,Flat,Mixed,Medium,Sealed,22.2,0.5,17.2,0,0,0,0,2,0,Sunday,Morning,66,112.4
REQ_00631,2024-04-05T11:00:00,NT,Remote,15.47,Apartment,6,2,9.55,26.07,FTTP,4G_only,Mountainous,Mixed,Medium,Sealed,27.8,1.0,17.3,0,0,0,1,3,0,Friday,Morning,89,111.4
REQ_00632,2024-09-15T19:00:00,VIC,Urban,2492.88,Industrial,1,1,4.95,2.01,Fixed_Wireless,5G_available,Flat,Rock,Medium,Seasonal,16.8,3.0,5.4,0,0,0,0,25,0,Sunday,Evening,77,104.0
REQ_00633,2024-07-29T22:00:00,NSW,Suburban,1485.65,Highrise_Office,23,22,3.7,2.86,Satellite,Cable,Mountainous,Mixed,Low,Seasonal,19.5,0.0,25.7,0,0,0,1,0,0,Monday,Night,80,126.1
REQ_00634,2024-01-31T23:00:00,SA,Urban,3843.46,Apartment,9,8,3.48,0.7,HFC,Cable,Mountainous,Rock,Low,Sealed,22.6,0.9,12.9,0,0,0,1,47,0,Wednesday,Night,84,156.5
REQ_00635,2024-03-12T02:00:00,QLD,Suburban,705.86,Industrial,4,2,4.11,1.65,Satellite,4G_only,Outback,Sand,Low,Sealed,30.6,2.7,25.4,0,0,0,1,10,0,Tuesday,Night,73,92.3
REQ_00636,2024-08-03T19:00:00,VIC,Rural,154.48,Townhouse,2,2,5.23,10.87,FTTN,Cable,Mountainous,Rock,Low,Sealed,18.9,3.9,19.1,0,0,0,1,6,0,Saturday,Evening,92,120.8
REQ_00637,2024-02-03T01:00:00,QLD,Rural,188.55,Industrial,3,3,8.07,33.24,FTTP,ADSL,Hilly,Rock,Medium,Sealed,27.0,2.8,23.7,0,0,0,1,0,0,Saturday,Night,91,102.8
REQ_00638,2024-10-26T12:00:00,QLD,Rural,69.47,Apartment,21,6,41.61,3.59,FTTN,None,Hilly,Clay,High,Unsealed,18.2,0.0,6.1,0,0,0,1,14,0,Saturday,Afternoon,102,120.6
REQ_00639,2024-09-04T21:00:00,ACT,Rural,29.82,Detached_House,1,1,7.03,34.47,HFC,4G_only,Hilly,Clay,Medium,Unsealed,13.2,0.0,13.1,0,0,0,1,28,0,Wednesday,Evening,98,104.5
REQ_00640,2024-05-18T10:00:00,NSW,Suburban,1242.0,Apartment,10,8,3.33,2.58,FTTP,ADSL,Coastal,Rock,Medium,Seasonal,21.8,0.0,11.4,0,0,0,1,0,0,Saturday,Morning,64,62.3
REQ_00641,2024-07-25T18:00:00,WA,Urban,6717.39,Industrial,2,1,2.16,0.84,FTTN,ADSL,Outback,Mixed,Low,Seasonal,25.3,1.4,21.2,0,0,0,1,1,0,Thursday,Evening,63,100.5
REQ_00642,2024-06-02T09:00:00,NT,Urban,4212.76,Townhouse,2,1,2.78,2.28,Satellite,Cable,Flat,Sand,High,Sealed,27.0,0.0,5.7,0,0,0,1,39,0,Sunday,Morning,89,101.8
REQ_00643,2024-08-09T11:00:00,ACT,Suburban,516.24,Industrial,4,3,2.11,0.98,Fixed_Wireless,ADSL,Mountainous,Sand,Low,Sealed,14.9,1.0,15.8,0,0,0,1,14,0,Friday,Morning,86,91.7
REQ_00644,2024-08-15T19:00:00,NT,Rural,140.26,Industrial,3,3,10.06,17.36,FTTP,Cable,Hilly,Rock,Medium,Seasonal,21.4,1.0,16.6,0,0,0,1,17,0,Thursday,Evening,95,118.1
REQ_00645,2024-02-12T10:00:00,TAS,Suburban,2841.72,Industrial,3,1,3.08,0.62,FTTP,None,Coastal,Sand,Medium,Sealed,11.3,2.9,17.5,0,0,0,1,18,0,Monday,Morning,76,92.2
REQ_00646,2024-03-12T07:00:00,TAS,Urban,3183.75,Townhouse,2,2,1.43,2.21,FTTN,None,Outback,Sand,Low,Sealed,19.1,0.0,20.8,0,0,0,1,18,0,Tuesday,Morning,71,94.6
REQ_00647,2024-02-15T02:00:00,WA,Remote,18.29,Industrial,1,1,16.3,18.78,FTTP,5G_available,Flat,Clay,Low,Unsealed,28.9,0.0,7.6,0,0,0,1,3,0,Thursday,Night,90,104.2
REQ_00648,2024-10-28T05:00:00,QLD,Rural,119.9,Industrial,2,2,7.58,22.65,FTTP,ADSL,Flat,Mixed,High,Sealed,19.7,0.0,7.9,0,0,0,0,4,0,Monday,Night,97,104.4
REQ_00649,2024-05-11T01:00:00,ACT,Suburban,1169.61,Industrial,1,1,2.39,0.61,Fixed_Wireless,ADSL,Hilly,Sand,Low,Sealed,18.1,4.7,26.0,0,0,0,1,14,0,Saturday,Night,90,99.0
REQ_00650,2024-08-23T08:00:00,ACT,Urban,2768.63,Apartment,29,8,0.58,2.0,FTTN,4G_only,Hilly,Mixed,Low,Seasonal,15.2,0.0,12.0,0,0,0,1,4,0,Friday,Morning,69,95.4
REQ_00651,2024-07-08T23:00:00,WA,Suburban,885.19,Detached_House,1,1,1.83,2.16,HFC,None,Outback,Mixed,Low,Sealed,23.7,2.7,10.6,0,0,0,1,23,0,Monday,Night,66,98.4
REQ_00652,2024-02-03T12:00:00,NT,Suburban,505.46,Apartment,5,5,3.79,2.4,FTTP,None,Mountainous,Mixed,Low,Sealed,30.7,0.0,15.0,0,0,0,1,18,0,Saturday,Afternoon,69,116.8
REQ_00653,2024-10-21T05:00:00,NSW,Rural,104.27,Industrial,4,3,34.24,8.65,FTTN,None,Mountainous,Mixed,Medium,Sealed,11.5,0.0,21.5,0,0,0,1,15,0,Monday,Night,104,150.3
REQ_00654,2024-08-18T21:00:00,NT,Suburban,1848.45,Small_Business,2,1,1.43,0.84,Fixed_Wireless,4G_only,Flat,Clay,Low,Seasonal,21.2,7.9,6.8,0,0,0,1,19,0,Sunday,Evening,75,84.4
REQ_00655,2024-12-04T19:00:00,NT,Urban,2193.92,Highrise_Office,25,4,1.85,0.63,Satellite,ADSL,Mountainous,Mixed,Low,Seasonal,25.7,3.8,19.3,0,0,0,0,12,0,Wednesday,Evening,77,154.5
REQ_00656,2024-03-09T18:00:00,VIC,Urban,5075.25,Townhouse,2,2,3.44,2.94,FTTP,ADSL,Mountainous,Clay,Low,Sealed,22.1,2.7,24.3,0,0,0,0,8,0,Saturday,Evening,64,111.8
REQ_00657,2024-02-24T05:00:00,ACT,Suburban,2873.84,Townhouse,2,2,0.61,2.91,HFC,4G_only,Mountainous,Mixed,Low,Sealed,13.7,0.0,18.4,0,0,0,1,13,0,Saturday,Night,69,101.8
REQ_00658,2024-03-03T18:00:00,WA,Urban,2151.51,Detached_House,1,1,2.87,1.27,FTTP,5G_available,Hilly,Mixed,Low,Unsealed,26.8,0.0,26.7,0,0,0,1,4,0,Sunday,Evening,72,91.5
REQ_00659,2024-12-17T13:00:00,SA,Suburban,1703.85,Small_Business,1,1,1.24,0.47,Satellite,None,Mountainous,Sand,Low,Unsealed,20.0,1.7,0.8,0,0,0,1,16,0,Tuesday,Afternoon,77,116.3
REQ_00660,2024-06-17T07:00:00,ACT,Urban,3410.5,Industrial,4,2,2.58,1.87,HFC,ADSL,Outback,Clay,Medium,Sealed,16.7,0.0,20.5,0,0,0,1,0,0,Monday,Morning,72,101.1
REQ_00661,2024-09-28T09:00:00,VIC,Urban,6924.08,Detached_House,1,1,1.43,0.19,FTTN,None,Outback,Sand,Low,Sealed,15.8,0.6,1.6,0,0,0,1,0,0,Saturday,Morning,75,89.0
REQ_00662,2024-07-18T08:00:00,NSW,Urban,7669.61,Apartment,13,11,5.0,0.6,Satellite,4G_only,Flat,Mixed,Medium,Unsealed,23.3,3.4,27.9,0,0,0,1,28,0,Thursday,Morning,89,97.5
REQ_00663,2024-11-06T03:00:00,VIC,Rural,179.92,Apartment,13,10,45.82,4.61,FTTP,Cable,Outback,Clay,Low,Sealed,11.6,0.5,18.4,0,0,0,1,2,0,Wednesday,Night,87,117.1
REQ_00664,2024-05-03T19:00:00,TAS,Rural,142.34,Industrial,2,2,16.41,16.61,HFC,ADSL,Outback,Clay,Low,Seasonal,18.7,2.5,2.4,0,0,0,1,1,0,Friday,Evening,91,136.5
REQ_00665,2024-08-31T23:00:00,WA,Rural,152.24,Highrise_Office,24,6,30.23,36.78,FTTP,None,Mountainous,Clay,Medium,Sealed,22.7,0.0,39.4,0,0,0,1,2,0,Saturday,Night,86,122.9
REQ_00666,2024-12-27T14:00:00,TAS,Suburban,2687.44,Small_Business,1,1,4.48,0.19,FTTP,Cable,Hilly,Sand,Medium,Sealed,14.4,5.8,16.1,0,0,0,0,18,0,Friday,Afternoon,80,96.5
REQ_00667,2024-02-15T00:00:00,ACT,Rural,23.22,Apartment,9,7,2.75,17.3,Fixed_Wireless,None,Flat,Clay,High,Unsealed,22.8,1.3,3.9,0,0,0,0,51,0,Thursday,Night,105,221.9
REQ_00668,2024-10-19T00:00:00,SA,Urban,1650.06,Small_Business,2,2,1.86,1.84,HFC,None,Mountainous,Mixed,Medium,Seasonal,11.9,7.3,19.2,0,0,0,1,1,0,Saturday,Night,81,117.7
REQ_00669,2024-12-09T12:00:00,NSW,Suburban,1336.86,Industrial,3,1,4.58,1.17,FTTN,5G_available,Mountainous,Rock,Medium,Sealed,17.3,1.3,13.8,0,0,0,1,4,0,Monday,Afternoon,72,112.4
REQ_00670,2024-03-24T14:00:00,WA,Urban,4359.83,Highrise_Office,17,8,3.51,2.25,Satellite,Cable,Outback,Clay,Medium,Sealed,23.7,3.0,3.3,0,0,0,1,47,0,Sunday,Afternoon,76,174.9
REQ_00671,2024-07-27T15:00:00,WA,Urban,7187.43,Detached_House,2,1,0.7,2.39,FTTP,None,Coastal,Mixed,Low,Sealed,18.5,2.2,17.3,0,0,0,1,3,1,Saturday,Afternoon,64,69.7
REQ_00672,2024-02-11T07:00:00,NSW,Urban,7674.34,Townhouse,2,1,3.3,0.2,FTTN,ADSL,Mountainous,Mixed,Low,Unsealed,26.2,5.6,25.9,0,0,0,1,10,0,Sunday,Morning,61,106.9
REQ_00673,2024-01-01T05:00:00,QLD,Urban,3985.12,Apartment,23,10,3.97,0.45,FTTN,None,Hilly,Mixed,Medium,Sealed,24.3,0.0,12.7,0,0,0,1,2,0,Monday,Night,68,82.6
REQ_00674,2024-01-27T01:00:00,WA,Suburban,1098.99,Townhouse,2,2,3.38,2.05,FTTP,None,Hilly,Sand,Low,Sealed,28.0,0.0,22.5,0,0,0,1,5,0,Saturday,Night,76,82.9
REQ_00675,2024-12-07T07:00:00,WA,Urban,4209.52,Detached_House,2,2,2.9,1.82,FTTP,Cable,Flat,Mixed,Low,Seasonal,17.2,0.0,8.4,0,0,0,0,5,1,Saturday,Morning,63,105.7
REQ_00676,2024-04-13T21:00:00,NT,Urban,2497.47,Townhouse,2,2,1.47,2.52,FTTP,4G_only,Mountainous,Rock,Low,Sealed,35.8,0.2,20.7,0,0,0,1,7,0,Saturday,Evening,81,108.7
REQ_00677,2024-06-06T13:00:00,NSW,Urban,6548.16,Apartment,27,22,0.88,2.16,Fixed_Wireless,ADSL,Hilly,Rock,Low,Sealed,21.5,4.4,16.0,0,0,0,1,8,0,Thursday,Afternoon,92,96.3
REQ_00678,2024-08-12T02:00:00,QLD,Rural,17.8,Industrial,2,2,21.85,17.52,Satellite,5G_available,Outback,Clay,Low,Unsealed,22.1,2.6,26.1,0,0,0,1,1,0,Monday,Night,108,138.0
REQ_00679,2024-06-18T06:00:00,NT,Rural,95.24,Detached_House,2,1,26.1,23.94,HFC,4G_only,Mountainous,Sand,Medium,Unsealed,34.4,0.0,5.4,0,0,0,1,49,0,Tuesday,Morning,97,199.0
REQ_00680,2024-02-12T16:00:00,WA,Urban,3878.98,Small_Business,1,1,1.51,0.98,HFC,4G_only,Outback,Clay,High,Unsealed,26.1,1.8,28.4,0,0,0,1,16,0,Monday,Afternoon,73,120.4
REQ_00681,2024-01-02T14:00:00,ACT,Remote,8.34,Apartment,28,23,8.66,12.7,Satellite,4G_only,Outback,Sand,Medium,Sealed,20.2,4.1,2.7,0,0,0,1,4,0,Tuesday,Afternoon,114,143.1
REQ_00682,2024-07-01T15:00:00,VIC,Suburban,999.32,Detached_House,1,1,3.14,0.75,FTTP,4G_only,Coastal,Clay,Low,Sealed,20.5,6.1,2.8,0,0,0,1,4,0,Monday,Afternoon,68,75.9
REQ_00683,2024-11-16T01:00:00,VIC,Urban,4313.53,Industrial,4,4,1.56,0.96,FTTN,4G_only,Outback,Sand,High,Sealed,17.9,3.0,14.0,0,0,0,1,0,1,Saturday,Night,68,93.3
REQ_00684,2024-08-04T16:00:00,QLD,Rural,155.57,Small_Business,1,1,4.24,37.86,FTTP,4G_only,Coastal,Sand,High,Sealed,20.5,0.1,7.1,0,0,0,1,0,0,Sunday,Afternoon,99,107.8
REQ_00685,2024-12-20T12:00:00,TAS,Suburban,1349.57,Townhouse,2,2,4.32,1.27,FTTN,ADSL,Outback,Clay,Medium,Sealed,8.0,0.4,12.1,0,0,0,1,6,0,Friday,Afternoon,60,77.9
REQ_00686,2024-10-11T04:00:00,TAS,Suburban,1481.9,Apartment,19,8,0.29,0.47,HFC,5G_available,Mountainous,Sand,Low,Sealed,12.4,3.6,14.2,0,0,0,0,3,0,Friday,Night,62,103.1
REQ_00687,2024-08-20T13:00:00,NSW,Urban,7878.95,Detached_House,2,2,1.36,2.41,HFC,4G_only,Outback,Clay,Low,Sealed,19.9,0.8,14.0,0,0,0,1,9,0,Tuesday,Afternoon,79,102.1
REQ_00688,2024-07-22T13:00:00,VIC,Suburban,2221.57,Industrial,4,1,4.12,2.97,Satellite,Cable,Hilly,Clay,Low,Unsealed,15.1,0.6,24.3,0,0,0,1,4,0,Monday,Afternoon,86,114.7
REQ_00689,2024-07-05T12:00:00,ACT,Urban,5045.67,Apartment,27,9,2.22,2.53,FTTN,ADSL,Outback,Sand,Medium,Sealed,14.2,1.6,18.0,0,0,0,1,7,0,Friday,Afternoon,63,82.6
REQ_00690,2024-09-08T18:00:00,SA,Suburban,2813.86,Townhouse,2,1,3.58,0.85,Fixed_Wireless,5G_available,Flat,Clay,High,Sealed,18.4,7.5,25.2,0,0,0,1,1,0,Sunday,Evening,75,75.7
REQ_00691,2024-10-21T12:00:00,VIC,Urban,4589.4,Detached_House,2,1,4.12,1.57,FTTN,5G_available,Flat,Clay,Low,Sealed,15.3,5.6,14.9,0,0,0,1,5,0,Monday,Afternoon,78,80.7
REQ_00692,2024-10-31T23:00:00,NT,Urban,6084.82,Detached_House,1,1,4.34,0.61,HFC,Cable,Mountainous,Mixed,High,Sealed,24.2,1.9,14.4,0,0,0,1,1,0,Thursday,Night,79,91.4
REQ_00693,2024-12-03T19:00:00,QLD,Suburban,2762.72,Small_Business,2,1,2.08,0.91,FTTN,Cable,Mountainous,Clay,Low,Unsealed,23.1,0.0,18.7,0,0,0,1,28,0,Tuesday,Evening,70,117.6
REQ_00694,2024-01-16T11:00:00,WA,Rural,84.39,Highrise_Office,16,12,7.53,17.29,HFC,ADSL,Mountainous,Rock,Medium,Sealed,22.3,0.0,15.6,0,0,0,1,16,0,Tuesday,Morning,93,112.5
REQ_00695,2024-05-22T03:00:00,NT,Suburban,1706.35,Highrise_Office,38,21,3.98,1.68,FTTP,4G_only,Hilly,Rock,Low,Sealed,30.4,0.5,15.5,0,0,0,1,109,0,Wednesday,Night,60,136.6
REQ_00696,2024-04-25T13:00:00,SA,Rural,168.9,Apartment,16,11,18.09,2.64,FTTP,ADSL,Hilly,Clay,Medium,Sealed,27.1,1.7,12.3,0,0,0,1,14,0,Thursday,Afternoon,90,104.2
REQ_00697,2024-01-12T20:00:00,QLD,Rural,143.32,Industrial,4,4,12.38,3.71,Satellite,4G_only,Hilly,Clay,Low,Seasonal,29.6,0.0,18.4,0,0,0,1,12,0,Friday,Evening,112,117.9
REQ_00698,2024-10-11T18:00:00,QLD,Urban,7034.35,Townhouse,2,2,3.6,2.52,FTTP,Cable,Flat,Rock,High,Sealed,23.5,0.0,14.3,0,0,0,1,8,0,Friday,Evening,75,76.1
REQ_00699,2024-08-09T11:00:00,NT,Suburban,1870.51,Detached_House,1,1,4.24,1.45,HFC,None,Flat,Mixed,High,Unsealed,26.0,0.0,27.8,0,0,0,1,10,0,Friday,Morning,74,103.0
REQ_00700,2024-06-09T14:00:00,NT,Rural,178.16,Detached_House,1,1,6.18,12.18,FTTP,4G_only,Outback,Rock,Medium,Sealed,25.3,3.6,18.3,0,0,0,1,17,0,Sunday,Afternoon,90,108.9
REQ_00701,2024-11-15T06:00:00,SA,Remote,12.97,Highrise_Office,38,29,48.15,13.51,HFC,4G_only,Coastal,Rock,Medium,Unsealed,21.8,3.3,14.3,0,0,0,1,2,0,Friday,Morning,98,106.4
